,count_0,count_1,log_prob_0,log_prob_1
sundalo,0.0,30.0,-33.3044818307122,-7.77468768531606
sunod,0.0,17.0,-33.3044818307122,-8.34267172291945
super,0.0,10.0,-33.3044818307122,-8.873299973977502
superior,5.0,2.0,-8.669192988317644,-10.482737886371604
supervision,6.0,5.0,-8.486871431527021,-9.566447154527449
suporta,0.0,8.0,-33.3044818307122,-9.096443525289212
supplement,8.0,3.0,-8.199189359079407,-10.077272778280106
supplemental,0.0,5.0,-33.3044818307122,-9.566447154527449
suppliers,3.0,3.0,-9.1800186120703,-10.077272778280106
supplies,10.0,5.0,-7.976045807767697,-9.566447154527449
supply,25.0,46.0,-7.059755075899543,-7.347243670490279
support,63.0,126.0,-6.135496174378623,-6.339603160029276
supported,1.0,8.0,-10.278630900671743,-9.096443525289212
suprema,0.0,11.0,-33.3044818307122,-8.777989794174086
supreme,12.0,40.0,-7.793724250975409,-7.4870056128651115
sur,12.0,13.0,-7.793724250975409,-8.610935709512319
surely,2.0,12.0,-9.585483720161799,-8.690978417185214
surigao,4.0,6.0,-8.892336539626852,-9.384125597736826
surplus,10.0,5.0,-7.976045807767697,-9.566447154527449
surrender,5.0,2.0,-8.669192988317644,-10.482737886371604
surrendered,4.0,5.0,-8.892336539626852,-9.566447154527449
surrounding,1.0,6.0,-10.278630900671743,-9.384125597736826
survey,11.0,19.0,-7.880735627964281,-8.231446087809845
surveys,11.0,5.0,-7.880735627964281,-9.566447154527449
survival,6.0,6.0,-8.486871431527021,-9.384125597736826
survive,4.0,9.0,-8.892336539626852,-8.978660489634217
susi,0.0,10.0,-33.3044818307122,-8.873299973977502
sustain,9.0,13.0,-8.081406323424412,-8.610935709512319
sustainable,0.0,29.0,-33.3044818307122,-7.808589236991626
sustained,6.0,23.0,-8.486871431527021,-8.040390851048052
sustaining,1.0,9.0,-10.278630900671743,-8.978660489634217
susunod,0.0,79.0,-33.3044818307122,-6.806437214513261
suweldo,0.0,11.0,-33.3044818307122,-8.777989794174086
sweeping,4.0,2.0,-8.892336539626852,-10.482737886371604
swift,0.0,9.0,-33.3044818307122,-8.978660489634217
sworn,2.0,4.0,-9.585483720161799,-9.789590705836657
syndicates,0.0,13.0,-33.3044818307122,-8.610935709512319
systematic,7.0,3.0,-8.332720751702144,-10.077272778280106
systems,36.0,32.0,-6.695111962312856,-7.710149164178697
taas,0.0,16.0,-33.3044818307122,-8.403296344735518
table,3.0,8.0,-9.1800186120703,-9.096443525289212
tacloban,3.0,6.0,-9.1800186120703,-9.384125597736826
taga,0.0,29.0,-33.3044818307122,-7.808589236991626
tagal,0.0,6.0,-33.3044818307122,-9.384125597736826
tagumpay,0.0,17.0,-33.3044818307122,-8.34267172291945
tahanan,0.0,24.0,-33.3044818307122,-7.997831236629436
takeoff,0.0,6.0,-33.3044818307122,-9.384125597736826
takes,2.0,16.0,-9.585483720161799,-8.403296344735518
takot,0.0,11.0,-33.3044818307122,-8.777989794174086
talaga,0.0,122.0,-33.3044818307122,-6.371864022247472
talagang,0.0,67.0,-33.3044818307122,-6.97119244758909
talent,1.0,11.0,-10.278630900671743,-8.777989794174086
talk,3.0,55.0,-9.1800186120703,-7.168551881747259
talking,0.0,11.0,-33.3044818307122,-8.777989794174086
talks,2.0,10.0,-9.585483720161799,-8.873299973977502
tama,0.0,56.0,-33.3044818307122,-7.1505333762446135
tamang,0.0,48.0,-33.3044818307122,-7.304684056071574
tangible,7.0,5.0,-8.332720751702144,-9.566447154527449
tanging,0.0,13.0,-33.3044818307122,-8.610935709512319
tanong,0.0,17.0,-33.3044818307122,-8.34267172291945
tao,0.0,66.0,-33.3044818307122,-6.986230324953608
taon,0.0,251.0,-33.3044818307122,-5.650432127849366
taong,0.0,73.0,-33.3044818307122,-6.885425625831787
tap,3.0,4.0,-9.1800186120703,-9.789590705836657
tapat,0.0,23.0,-33.3044818307122,-8.040390851048052
tape,0.0,12.0,-33.3044818307122,-8.690978417185214
tapos,0.0,72.0,-33.3044818307122,-6.899218947964104
target,6.0,56.0,-8.486871431527021,-7.1505333762446135
targeted,0.0,6.0,-33.3044818307122,-9.384125597736826
targets,2.0,13.0,-9.585483720161799,-8.610935709512319
tariff,28.0,11.0,-6.946426390592968,-8.777989794174086
tarlac,7.0,20.0,-8.332720751702144,-8.180152793422558
task,43.0,41.0,-6.517430785075855,-7.4623130002748015
tasks,19.0,10.0,-7.3341919216000395,-8.873299973977502
tatay,0.0,9.0,-33.3044818307122,-8.978660489634217
tatlong,0.0,41.0,-33.3044818307122,-7.4623130002748015
taught,1.0,4.0,-10.278630900671743,-9.789590705836657
taumbayan,0.0,48.0,-33.3044818307122,-7.304684056071574
taun,0.0,12.0,-33.3044818307122,-8.690978417185214
tawi,0.0,14.0,-33.3044818307122,-8.536827737359147
tax,74.0,175.0,-5.974565807566222,-6.011099093057463
taxation,3.0,9.0,-9.1800186120703,-8.978660489634217
taxes,22.0,34.0,-7.187588447408881,-7.649524542362446
taxpayers,0.0,8.0,-33.3044818307122,-9.096443525289212
tayong,0.0,160.0,-33.3044818307122,-6.1007112517470965
teacher,1.0,11.0,-10.278630900671743,-8.777989794174086
teachers,13.0,25.0,-7.713681543302513,-7.957009242109348
teaching,1.0,9.0,-10.278630900671743,-8.978660489634217
team,0.0,12.0,-33.3044818307122,-8.690978417185214
teams,1.0,5.0,-10.278630900671743,-9.566447154527449
tech,0.0,10.0,-33.3044818307122,-8.873299973977502
technical,19.0,20.0,-7.3341919216000395,-8.180152793422558
technological,0.0,7.0,-33.3044818307122,-9.22997491791195
technologies,0.0,15.0,-33.3044818307122,-8.467834865872671
technology,1.0,72.0,-10.278630900671743,-6.899218947964104
telecommunications,1.0,15.0,-10.278630900671743,-8.467834865872671
telling,0.0,12.0,-33.3044818307122,-8.690978417185214
temporary,10.0,10.0,-7.976045807767697,-8.873299973977502
tenancy,20.0,0.0,-7.282898627212752,-34.201735996922004
tenants,19.0,3.0,-7.3341919216000395,-10.077272778280106
tenth,1.0,17.0,-10.278630900671743,-8.34267172291945
tenure,10.0,3.0,-7.976045807767697,-10.077272778280106
teritoryo,0.0,5.0,-33.3044818307122,-9.566447154527449
term,17.0,97.0,-7.445417556709645,-6.601174088477134
terminal,0.0,14.0,-33.3044818307122,-8.536827737359147
terms,14.0,41.0,-7.6395735711493415,-7.4623130002748015
terrible,0.0,8.0,-33.3044818307122,-9.096443525289212
territorial,4.0,15.0,-8.892336539626852,-8.467834865872671
territory,5.0,14.0,-8.669192988317644,-8.536827737359147
terror,1.0,6.0,-10.278630900671743,-9.384125597736826
terrorism,1.0,34.0,-10.278630900671743,-7.649524542362446
terrorists,0.0,13.0,-33.3044818307122,-8.610935709512319
tesda,0.0,38.0,-33.3044818307122,-7.538298907252531
tested,2.0,8.0,-9.585483720161799,-9.096443525289212
thailand,4.0,5.0,-8.892336539626852,-9.566447154527449
thinking,1.0,6.0,-10.278630900671743,-9.384125597736826
thirds,0.0,5.0,-33.3044818307122,-9.566447154527449
thousands,5.0,11.0,-8.669192988317644,-8.777989794174086
threat,12.0,11.0,-7.793724250975409,-8.777989794174086
threaten,3.0,3.0,-9.1800186120703,-10.077272778280106
threatened,2.0,10.0,-9.585483720161799,-8.873299973977502
threatens,2.0,6.0,-9.585483720161799,-9.384125597736826
threats,3.0,14.0,-9.1800186120703,-8.536827737359147
throw,1.0,4.0,-10.278630900671743,-9.789590705836657
thrust,0.0,5.0,-33.3044818307122,-9.566447154527449
tide,2.0,5.0,-9.585483720161799,-9.566447154527449
ties,10.0,4.0,-7.976045807767697,-9.789590705836657
tiger,0.0,6.0,-33.3044818307122,-9.384125597736826
tila,0.0,13.0,-33.3044818307122,-8.610935709512319
time,99.0,298.0,-5.6835110506361435,-5.478791580475808
timely,2.0,5.0,-9.585483720161799,-9.566447154527449
times,17.0,56.0,-7.445417556709645,-7.1505333762446135
tinamaan,0.0,12.0,-33.3044818307122,-8.690978417185214
tinanggap,0.0,7.0,-33.3044818307122,-9.22997491791195
tinatamasa,0.0,15.0,-33.3044818307122,-8.467834865872671
tinatawag,0.0,18.0,-33.3044818307122,-8.285513309079828
tinatayang,0.0,30.0,-33.3044818307122,-7.77468768531606
tingin,0.0,9.0,-33.3044818307122,-8.978660489634217
tingnan,0.0,30.0,-33.3044818307122,-7.77468768531606
tion,30.0,5.0,-6.877433519106255,-9.566447154527449
tional,5.0,2.0,-8.669192988317644,-10.482737886371604
tions,5.0,6.0,-8.669192988317644,-9.384125597736826
titles,5.0,4.0,-8.669192988317644,-9.789590705836657
tiwala,0.0,32.0,-33.3044818307122,-7.710149164178697
tiyak,0.0,20.0,-33.3044818307122,-8.180152793422558
tiyakin,0.0,8.0,-33.3044818307122,-9.096443525289212
tobacco,7.0,6.0,-8.332720751702144,-9.384125597736826
told,0.0,22.0,-33.3044818307122,-8.084842613618687
tolerate,2.0,5.0,-9.585483720161799,-9.566447154527449
toll,0.0,10.0,-33.3044818307122,-8.873299973977502
tomorrow,0.0,17.0,-33.3044818307122,-8.34267172291945
tondo,3.0,3.0,-9.1800186120703,-10.077272778280106
tongpats,0.0,6.0,-33.3044818307122,-9.384125597736826
tons,21.0,22.0,-7.234108463043558,-8.084842613618687
tool,0.0,7.0,-33.3044818307122,-9.22997491791195
tools,2.0,6.0,-9.585483720161799,-9.384125597736826
total,136.0,41.0,-5.365976015034956,-7.4623130002748015
totally,1.0,6.0,-10.278630900671743,-9.384125597736826
totoo,0.0,48.0,-33.3044818307122,-7.304684056071574
totoong,0.0,7.0,-33.3044818307122,-9.22997491791195
touch,1.0,5.0,-10.278630900671743,-9.566447154527449
tough,0.0,12.0,-33.3044818307122,-8.690978417185214
tourism,1.0,40.0,-10.278630900671743,-7.4870056128651115
tourist,0.0,14.0,-33.3044818307122,-8.536827737359147
tourists,0.0,7.0,-33.3044818307122,-9.22997491791195
towns,9.0,4.0,-8.081406323424412,-9.789590705836657
trabaho,0.0,114.0,-33.3044818307122,-6.439686618586176
trabahong,0.0,13.0,-33.3044818307122,-8.610935709512319
track,0.0,14.0,-33.3044818307122,-8.536827737359147
trade,76.0,44.0,-5.947897560484097,-7.391695433061015
trading,1.0,8.0,-10.278630900671743,-9.096443525289212
traditional,8.0,16.0,-8.199189359079407,-8.403296344735518
traffic,3.0,25.0,-9.1800186120703,-7.957009242109348
trafficking,0.0,11.0,-33.3044818307122,-8.777989794174086
train,1.0,14.0,-10.278630900671743,-8.536827737359147
trained,4.0,4.0,-8.892336539626852,-9.789590705836657
training,11.0,42.0,-7.880735627964281,-7.438215448695799
transactions,6.0,18.0,-8.486871431527021,-8.285513309079828
transcript,0.0,18.0,-33.3044818307122,-8.285513309079828
transfer,3.0,23.0,-9.1800186120703,-8.040390851048052
transform,2.0,11.0,-9.585483720161799,-8.777989794174086
transformation,1.0,8.0,-10.278630900671743,-9.096443525289212
transit,2.0,9.0,-9.585483720161799,-8.978660489634217
transition,5.0,8.0,-8.669192988317644,-9.096443525289212
translate,1.0,7.0,-10.278630900671743,-9.22997491791195
transmission,2.0,11.0,-9.585483720161799,-8.777989794174086
transparency,0.0,9.0,-33.3044818307122,-8.978660489634217
transparent,0.0,6.0,-33.3044818307122,-9.384125597736826
transport,2.0,29.0,-9.585483720161799,-7.808589236991626
transportation,10.0,19.0,-7.976045807767697,-8.231446087809845
trapik,0.0,7.0,-33.3044818307122,-9.22997491791195
trapiko,0.0,7.0,-33.3044818307122,-9.22997491791195
travel,0.0,18.0,-33.3044818307122,-8.285513309079828
treasury,9.0,3.0,-8.081406323424412,-10.077272778280106
treaties,3.0,2.0,-9.1800186120703,-10.482737886371604
treatment,6.0,16.0,-8.486871431527021,-8.403296344735518
treaty,20.0,12.0,-7.282898627212752,-8.690978417185214
tremendous,8.0,5.0,-8.199189359079407,-9.566447154527449
tren,0.0,8.0,-33.3044818307122,-9.096443525289212
trend,8.0,3.0,-8.199189359079407,-10.077272778280106
trial,3.0,7.0,-9.1800186120703,-9.22997491791195
tribute,0.0,5.0,-33.3044818307122,-9.566447154527449
trickle,0.0,8.0,-33.3044818307122,-9.096443525289212
troops,2.0,6.0,-9.585483720161799,-9.384125597736826
trouble,1.0,7.0,-10.278630900671743,-9.22997491791195
troubled,8.0,3.0,-8.199189359079407,-10.077272778280106
truck,1.0,8.0,-10.278630900671743,-9.096443525289212
true,12.0,26.0,-7.793724250975409,-7.917788528956221
trust,17.0,32.0,-7.445417556709645,-7.710149164178697
truth,6.0,20.0,-8.486871431527021,-8.180152793422558
tsamba,0.0,8.0,-33.3044818307122,-9.096443525289212
tubig,0.0,39.0,-33.3044818307122,-7.512323420849338
tugon,0.0,21.0,-33.3044818307122,-8.131362629253363
tugunan,0.0,17.0,-33.3044818307122,-8.34267172291945
tulay,0.0,23.0,-33.3044818307122,-8.040390851048052
tulong,0.0,45.0,-33.3044818307122,-7.3692225772090065
tuloy,0.0,34.0,-33.3044818307122,-7.649524542362446
tulungan,0.0,11.0,-33.3044818307122,-8.777989794174086
tumaas,0.0,14.0,-33.3044818307122,-8.536827737359147
tumulong,0.0,13.0,-33.3044818307122,-8.610935709512319
tunay,0.0,39.0,-33.3044818307122,-7.512323420849338
tungkulin,0.0,18.0,-33.3044818307122,-8.285513309079828
tungkuling,0.0,6.0,-33.3044818307122,-9.384125597736826
tungo,0.0,22.0,-33.3044818307122,-8.084842613618687
turismo,0.0,10.0,-33.3044818307122,-8.873299973977502
turista,0.0,13.0,-33.3044818307122,-8.610935709512319
tutal,0.0,15.0,-33.3044818307122,-8.467834865872671
tutulong,0.0,7.0,-33.3044818307122,-9.22997491791195
tuwid,0.0,23.0,-33.3044818307122,-8.040390851048052
tuwing,0.0,22.0,-33.3044818307122,-8.084842613618687
type,9.0,2.0,-8.081406323424412,-10.482737886371604
types,3.0,2.0,-9.1800186120703,-10.482737886371604
typhoon,4.0,6.0,-8.892336539626852,-9.384125597736826
typhoons,8.0,5.0,-8.199189359079407,-9.566447154527449
ugnayan,0.0,15.0,-33.3044818307122,-8.467834865872671
ukol,0.0,13.0,-33.3044818307122,-8.610935709512319
ulan,0.0,11.0,-33.3044818307122,-8.777989794174086
ulit,0.0,12.0,-33.3044818307122,-8.690978417185214
ulitin,0.0,9.0,-33.3044818307122,-8.978660489634217
ultimate,7.0,9.0,-8.332720751702144,-8.978660489634217
ultimately,4.0,6.0,-8.892336539626852,-9.384125597736826
umaabot,0.0,6.0,-33.3044818307122,-9.384125597736826
umaasa,0.0,16.0,-33.3044818307122,-8.403296344735518
umabot,0.0,32.0,-33.3044818307122,-7.710149164178697
umalis,0.0,7.0,-33.3044818307122,-9.22997491791195
umasa,0.0,7.0,-33.3044818307122,-9.22997491791195
umpisa,0.0,6.0,-33.3044818307122,-9.384125597736826
unable,5.0,1.0,-8.669192988317644,-11.175885066881548
unang,0.0,62.0,-33.3044818307122,-7.048750681934844
unavoidable,3.0,3.0,-9.1800186120703,-10.077272778280106
unawa,0.0,7.0,-33.3044818307122,-9.22997491791195
uncertain,1.0,5.0,-10.278630900671743,-9.566447154527449
uncertainties,2.0,4.0,-9.585483720161799,-9.789590705836657
uncertainty,8.0,6.0,-8.199189359079407,-9.384125597736826
underemployment,1.0,5.0,-10.278630900671743,-9.566447154527449
undergo,2.0,4.0,-9.585483720161799,-9.789590705836657
understand,1.0,18.0,-10.278630900671743,-8.285513309079828
understanding,17.0,3.0,-7.445417556709645,-10.077272778280106
undertake,12.0,17.0,-7.793724250975409,-8.34267172291945
undertaken,23.0,5.0,-7.143136684838246,-9.566447154527449
undertaking,11.0,6.0,-7.880735627964281,-9.384125597736826
underway,6.0,0.0,-8.486871431527021,-34.201735996922004
undue,4.0,2.0,-8.892336539626852,-10.482737886371604
unemployed,3.0,3.0,-9.1800186120703,-10.077272778280106
unemployment,7.0,21.0,-8.332720751702144,-8.131362629253363
unfair,3.0,4.0,-9.1800186120703,-9.789590705836657
unified,2.0,9.0,-9.585483720161799,-8.978660489634217
uniform,1.0,12.0,-10.278630900671743,-8.690978417185214
uniformed,0.0,10.0,-33.3044818307122,-8.873299973977502
union,10.0,20.0,-7.976045807767697,-8.180152793422558
unions,11.0,0.0,-7.880735627964281,-34.201735996922004
unipormadong,0.0,14.0,-33.3044818307122,-8.536827737359147
unit,8.0,9.0,-8.199189359079407,-8.978660489634217
united,118.0,47.0,-5.507946276305231,-7.325737465269363
units,19.0,39.0,-7.3341919216000395,-7.512323420849338
unity,13.0,21.0,-7.713681543302513,-8.131362629253363
universal,1.0,18.0,-10.278630900671743,-8.285513309079828
universities,2.0,7.0,-9.585483720161799,-9.22997491791195
university,12.0,10.0,-7.793724250975409,-8.873299973977502
unlad,0.0,16.0,-33.3044818307122,-8.403296344735518
unlimited,3.0,3.0,-9.1800186120703,-10.077272778280106
unnecessary,4.0,2.0,-8.892336539626852,-10.482737886371604
unprecedented,6.0,9.0,-8.486871431527021,-8.978660489634217
unscrupulous,6.0,1.0,-8.486871431527021,-11.175885066881548
unti,0.0,8.0,-33.3044818307122,-9.096443525289212
upang,0.0,195.0,-33.3044818307122,-5.902885508417289
upgrade,1.0,28.0,-10.278630900671743,-7.843680556802774
upgraded,0.0,7.0,-33.3044818307122,-9.22997491791195
upgrading,1.0,14.0,-10.278630900671743,-8.536827737359147
uphold,4.0,12.0,-8.892336539626852,-8.690978417185214
uplift,4.0,6.0,-8.892336539626852,-9.384125597736826
upuan,0.0,13.0,-33.3044818307122,-8.610935709512319
urban,6.0,29.0,-8.486871431527021,-7.808589236991626
urge,17.0,45.0,-7.445417556709645,-7.3692225772090065
urged,5.0,1.0,-8.669192988317644,-11.175885066881548
urgency,5.0,7.0,-8.669192988317644,-9.22997491791195
urgent,18.0,32.0,-7.388259142870023,-7.710149164178697
urgently,2.0,5.0,-9.585483720161799,-9.566447154527449
uri,0.0,8.0,-33.3044818307122,-9.096443525289212
usap,0.0,12.0,-33.3044818307122,-8.690978417185214
usapan,0.0,19.0,-33.3044818307122,-8.231446087809845
users,0.0,8.0,-33.3044818307122,-9.096443525289212
utang,0.0,34.0,-33.3044818307122,-7.649524542362446
utilities,0.0,6.0,-33.3044818307122,-9.384125597736826
utility,1.0,10.0,-10.278630900671743,-8.873299973977502
utilization,14.0,8.0,-7.6395735711493415,-9.096443525289212
utilize,6.0,8.0,-8.486871431527021,-9.096443525289212
utilized,6.0,12.0,-8.486871431527021,-8.690978417185214
utmost,6.0,5.0,-8.486871431527021,-9.566447154527449
uulitin,0.0,10.0,-33.3044818307122,-8.873299973977502
uusapan,0.0,8.0,-33.3044818307122,-9.096443525289212
vaccine,2.0,9.0,-9.585483720161799,-8.978660489634217
vain,3.0,3.0,-9.1800186120703,-10.077272778280106
valdez,0.0,7.0,-33.3044818307122,-9.22997491791195
valid,8.0,3.0,-8.199189359079407,-10.077272778280106
valley,5.0,4.0,-8.669192988317644,-9.789590705836657
valuable,5.0,3.0,-8.669192988317644,-10.077272778280106
valuation,1.0,5.0,-10.278630900671743,-9.566447154527449
valued,6.0,2.0,-8.486871431527021,-10.482737886371604
values,1.0,6.0,-10.278630900671743,-9.384125597736826
varied,8.0,1.0,-8.199189359079407,-11.175885066881548
vast,4.0,9.0,-8.892336539626852,-8.978660489634217
vegetables,3.0,3.0,-9.1800186120703,-10.077272778280106
vehicle,2.0,7.0,-9.585483720161799,-9.22997491791195
vehicles,0.0,6.0,-33.3044818307122,-9.384125597736826
venecia,0.0,11.0,-33.3044818307122,-8.777989794174086
venture,4.0,2.0,-8.892336539626852,-10.482737886371604
ventures,13.0,2.0,-7.713681543302513,-10.482737886371604
version,0.0,9.0,-33.3044818307122,-8.978660489634217
vessels,4.0,3.0,-8.892336539626852,-10.077272778280106
veterans,6.0,7.0,-8.486871431527021,-9.22997491791195
viable,0.0,9.0,-33.3044818307122,-8.978660489634217
vice,4.0,34.0,-8.892336539626852,-7.649524542362446
vicente,0.0,9.0,-33.3044818307122,-8.978660489634217
vicious,1.0,4.0,-10.278630900671743,-9.789590705836657
victims,7.0,11.0,-8.332720751702144,-8.777989794174086
victories,1.0,6.0,-10.278630900671743,-9.384125597736826
victory,1.0,9.0,-10.278630900671743,-8.978660489634217
video,0.0,39.0,-33.3044818307122,-7.512323420849338
vietnam,2.0,4.0,-9.585483720161799,-9.789590705836657
view,23.0,12.0,-7.143136684838246,-8.690978417185214
vigilance,14.0,3.0,-7.6395735711493415,-10.077272778280106
vigor,10.0,10.0,-7.976045807767697,-8.873299973977502
vigorous,11.0,13.0,-7.880735627964281,-8.610935709512319
vigorously,7.0,5.0,-8.332720751702144,-9.566447154527449
villar,0.0,8.0,-33.3044818307122,-9.096443525289212
violence,2.0,16.0,-9.585483720161799,-8.403296344735518
violent,1.0,5.0,-10.278630900671743,-9.566447154527449
virtually,4.0,4.0,-8.892336539626852,-9.789590705836657
visayas,5.0,17.0,-8.669192988317644,-8.34267172291945
vision,4.0,35.0,-8.892336539626852,-7.620537005489277
visit,2.0,8.0,-9.585483720161799,-9.096443525289212
visited,1.0,5.0,-10.278630900671743,-9.566447154527449
visits,1.0,6.0,-10.278630900671743,-9.384125597736826
vital,30.0,21.0,-6.877433519106255,-8.131362629253363
